ID	class	order	family	subfamily	tribe	genus	species
TACFI450-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
RDBA500-06	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TACFI195-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI045-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ZSMDB107-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNKA277-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TIPSY059-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA069-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI177-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI033-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO936-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA045-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNKA097-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI163-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNKA073-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TACFI612-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNKA248-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI125-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SYGEO018-19	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO1453-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ZYGMO857-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ULMCA015-19	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA196-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI178-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNKA068-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TIPSY047-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
QUNO366-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI023-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA179-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TACFI455-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA023-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA027-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TACFI186-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO1452-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO480-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO1159-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA231-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO1506-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO1163-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNKA229-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO752-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI050-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SCINO1474-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
TBGMI179-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SYGEO209-19	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNSA031-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SATIP643-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
SMNKA198-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
POLBA085-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTF686-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP1321-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8531-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO948-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHET699-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBORT131-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL588-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB781-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA1021-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX030-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMHO1628-19	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ749-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ559-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12178-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FENHY022-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT2292-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2519-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2545-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRC2645-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOI615-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOE280-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU050-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSA413-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB594-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPD491-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOE163-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMT943-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL2541-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF705-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAD236-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLC270-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU111-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORA2515-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB059-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSA385-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM322-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10342-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV2567-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV2042-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLG267-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM10740-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMB108-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRI314-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB860-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF202-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON600-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ359-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWN1112-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU089-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHAP908-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORO774-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS311-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA077-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW161-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA474-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB101-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB392-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMND88342-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EULEP6382-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BSOIL273-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU1076-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMR367-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ5148-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTK437-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPF085-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPC101-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT791-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD264-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1659-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
