LR994329 Fungi
MN380287 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Leucoagaricus|Leucoagaricus_crystallifer
KY607538 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Ijuhya|Ijuhya_chilensis
EU686805 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Geosmithia
UDB01523195 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae
UDB05544323 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Tilachlidiaceae
KY173470 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Neothyronectria|Neothyronectria_sophorae
MG826956 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Monocillium
UDB03591919 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Ijuhya
MH864600 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Ijuhya|Ijuhya_paraparilis
KY607541 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Ijuhya|Ijuhya_faveliana
KY104422 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Pichiaceae|Ogataea|Ogataea_pignaliae
MF687189 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Pichiaceae|Ogataea
EU220025 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Metschnikowiaceae|Metschnikowia|Metschnikowia_hibisci
UDB04127737 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Metschnikowiaceae|Metschnikowia
OP470311 Fungi|Basidiomycota|Agaricostilbomycetes|Agaricostilbales|Kondoaceae|Kondoa
UDB01727927 Fungi|Ascomycota|Sordariomycetes|Sordariales|Chaetomiaceae
UDB035344 Fungi|Ascomycota|Sordariomycetes|Sordariales|Schizotheciaceae|Pseudoschizothecium|Pseudoschizothecium_atropurpureum
UDB05115304 Fungi|Ascomycota|Sordariomycetes|Sordariales|Podosporaceae
MK018637 Fungi|Ascomycota|Sordariomycetes|Sordariales|Lasiosphaeriaceae|Zopfiella
GQ426036 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Trichoderma|Trichoderma_asperellum
GQ426040 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Trichoderma|Trichoderma_orientale
UDB03054829 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Leucocoprinus
OR400961 Fungi|Basidiomycota|Microbotryomycetes|Sporidiobolales|Sporidiobolaceae|Rhodotorula
OP099821 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae|Colacogloeaceae|Colacogloea
UDB07547239 Fungi|Basidiomycota|Microbotryomycetes|Sporidiobolales
KJ706813 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae|Colacogloeaceae|Colacogloea|Colacogloea_philyla
KJ706805 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae|Colacogloeaceae|Colacogloea|Colacogloea_diffluens
KJ706844 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae|Colacogloeaceae|Colacogloea|Colacogloea_falcata
UDB03968288 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae|Colacogloeaceae
MK050434 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae|Chrysozymaceae|Chrysozyma|Chrysozyma_iridis
MZ831510 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae|Chrysozymaceae|Chrysozyma
UDB07546766 Fungi|Basidiomycota|Microbotryomycetes|Sporidiobolales|Sporidiobolaceae
KU574720 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae|Chrysozymaceae|Chrysozyma|Chrysozyma_griseoflava
MK050433 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae|Chrysozymaceae|Chrysozyma|Chrysozyma_rhododendri
MK050439 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae|Chrysozymaceae|Chrysozyma|Chrysozyma_cylindrica
JQ673479 Fungi|Ascomycota|Lecanoromycetes|Peltigerales|Coccocarpiaceae|Coccocarpia
AF429283 Fungi|Ascomycota|Lecanoromycetes|Peltigerales|Coccocarpiaceae|Coccocarpia|Coccocarpia_erythroxyli
MK959065 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Backusellaceae|Backusella|Backusella_liffmaniae
UDB06968644 Fungi|Basidiomycota|Agaricomycetes|Sebacinales|Serendipitaceae|Serendipita
FN663839 Fungi|Basidiomycota|Agaricomycetes|Sebacinales|Serendipitaceae
HQ154278 Fungi|Basidiomycota|Agaricomycetes|Sebacinales
KR476727 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Myrtapenidiella|Myrtapenidiella_eucalyptorum
MN871434 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria|Teratosphaeria_agapanthi
AY738216 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Mycosphaerellaceae|Mycosphaerella|Mycosphaerella_nubilosa
MK876410 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria|Teratosphaeria_henryi
UDB05443145 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae
DQ239975 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria|Teratosphaeria_zuluensis
AF362061 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria|Teratosphaeria_alcornii
KF777189 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria|Teratosphaeria_terminaliae
UDB05436869 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria
UDB01814897 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Mycosphaerellaceae|Mycosphaerella
EU707867 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria|Teratosphaeria_maculiformis
KY173422 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Myrtapenidiella|Myrtapenidiella_sporadicae
UDB0893207 Fungi|Basidiomycota|Agaricomycetes|Agaricales
OK664748 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Paraxerochrysium|Paraxerochrysium_coryli
OP749698 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus|Phallus_ravenelii
OR656942 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus
MH856291 Fungi|Ascomycota|Pezizomycotina_cls_Incertae_sedis_Amblyosporium|Pezizomycotina_ord_Incertae_sedis_Amblyosporium|Pezizomycotina_fam_Incertae_sedis_Amblyosporium|Amblyosporium|Amblyosporium_spongiosum
UDB04406082 Fungi|Ascomycota|Eurotiomycetes|Phaeomoniellales|Celotheliaceae|Phaeomoniella
UDB04406154 Fungi|Ascomycota|Eurotiomycetes|Phaeomoniellales
UDB04324928 Fungi|Ascomycota|Pezizomycetes|Pezizales
MK018265 Fungi|Ascomycota|Pezizomycetes|Pezizales|Ascobolaceae|Ascobolus
MT622500 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Pseudothelomma|Pseudothelomma_occidentale
UDB01459927 Fungi|Ascomycota|Sordariomycetes|Atractosporales
UDB01468483 Fungi|Basidiomycota|Agaricomycetes|Auriculariales
MG589604 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Geosmithia|Geosmithia_pallida
UDB0800137 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae
AJ278368 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Mucoraceae|Actinomucor|Actinomucor_elegans
LC006081 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma|Yamadazyma_insecticola
EF060621 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae
PP149061 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma
EF060649 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales
KM272249 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma|Yamadazyma_dushanensis
KX907670 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Hyphopichia|Hyphopichia|Hyphopichia_heimii
LC616689 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Danielozyma|Danielozyma
AB672622 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Peniophora
KF530745 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Peniophora|Peniophora_cinerea
MH861616 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Peniophora|Peniophora_reidii
KT210102 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Peniophora|Peniophora_pini
AF210829 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Peniophora|Peniophora_aurantiaca
FJ454974 Fungi|Basidiomycota|Agaricomycetes|Russulales|Lachnocladiaceae
OK310732 Fungi|Basidiomycota|Agaricomycetes|Trechisporales|Hydnodontaceae|Subulicystidium|Subulicystidium_longisporum
UDB0363980 Fungi|Basidiomycota|Agaricomycetes|Sebacinales|Sebacinaceae|Chaetospermum
AJ009257 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Rugonectria|Rugonectria_rugulosa
MF669050 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Rugonectria|Rugonectria_microconidia
MT017525 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Morosphaeriaceae
KY102389 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_santjacobensis
OP689516 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Trichomonascaceae|Diddensiella|Diddensiella_transvaalensis
KU509522 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Meruliaceae|Ceriporiopsis|Ceriporiopsis_mucida
MH553954 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Pseudosarcostroma|Pseudosarcostroma_osyridicola
MZ420208 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Hymenopleella|Hymenopleella_agaves
MH554086 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Allelochaeta|Allelochaeta_acuta
MH685190 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Seimatosporium|Seimatosporium_pezizoides
UDB03477701 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Hyalotiella
EU089663 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Pestalotiopsis
MZ486341 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Truncatella|Truncatella_angustata
AF009814 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Amphisphaeriaceae|Discostroma|Discostroma_tostum
OR778826 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae
KR093846 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Robillarda
MK408116 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Amphisphaeriaceae
UDB02301107 Fungi|Rozellomycota|Rozellomycotina_cls_Incertae_sedis_GS05|GS05
UDB02479261 Fungi|Basidiomycota|Agaricomycetes|GS28
UDB04755087 Fungi|Mortierellomycota|Mortierellomycetes|Mortierellales|Mortierellaceae|Mortierella
UDB03520202 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae
UDB04526380 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Thelephoraceae|Phellodon
MW683580 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Thelephoraceae|Phellodon|Phellodon_plicatus
UDB05159861 Fungi|Basidiomycota|Agaricomycetes|Polyporales
KC683426 Fungi|Ascomycota|Sordariomycetes|Phyllachorales|Phyllachoraceae|Phyllachora
MT366715 Fungi|Ascomycota|Leotiomycetes|Leotiales|Leotiaceae|Microglossum
UDB02811884 Fungi|Ascomycota|Leotiomycetes|Leotiales|Leotiaceae
KX371850 Fungi|Ascomycota|Leotiomycetes|Leotiales|Leotiaceae|Microglossum|Microglossum_cyanobasis
KX371851 Fungi|Ascomycota|Leotiomycetes|Leotiales|Leotiaceae|Microglossum|Microglossum_nudipes
MF116030 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Escovopsioides
UDB06657729 Fungi|Ascomycota|Dothideomycetes|Hysteriales|Hysteriaceae|Rhytidhysteron
OQ920991 Fungi|Ascomycota|Eurotiomycetes
MK248036 Fungi|Ascomycota|Leotiomycetes|Helotiales|Chlorociboriaceae|Brahmaculus|Brahmaculus_moonlighticus
MW575608 Fungi|Ascomycota|Leotiomycetes|Helotiales|Chlorociboriaceae|Brahmaculus|Brahmaculus_osornoensis
KY462428 Fungi|Ascomycota|Leotiomycetes|Helotiales|Chlorociboriaceae|Chlorociboria
UDB0405935 Fungi|Ascomycota|Leotiomycetes|Helotiales|Hyaloscyphaceae
UDB02276193 Fungi|Chytridiomycota
UDB02038298 Fungi|Basidiomycota|Tremellomycetes|Filobasidiales
UDB02331632 Fungi|Rozellomycota|Rozellomycotina_cls_Incertae_sedis_GS11|GS11
UDB02396549 Fungi|Blastocladiomycota|Blastocladiomycetes|GS15
UDB02607935 Fungi|Ascomycota|Orbiliomycetes|Orbiliales|Orbiliaceae
AY606974 Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Lactifluus|Lactifluus_phlebophyllus
UDB07563628 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae
UDB01871934 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Lipomycetaceae|Myxozyma
UDB03104474 Fungi|Chytridiomycota|Lobulomycetes|Lobulomycetales
PP069857 Fungi|Ascomycota|Eurotiomycetes|Phaeomoniellales|Celotheliaceae|Aequabiliella|Aequabiliella_effusa
UDB03162963 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lyophyllaceae
MF614962 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lyophyllaceae|Tephrocybella|Tephrocybella_constrictospora
UDB04475158 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Cunninghamellaceae
UDB03196493 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Cunninghamellaceae|Gongronella
AF501569 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Gymnopilus|Gymnopilus_pyrrhus
UDB03217830 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Gymnopilus
KX263855 Fungi|Ascomycota|Sordariomycetes|Microascales|Halosphaeriaceae
MH857929 Fungi|Ascomycota|Sordariomycetes|Microascales|Halosphaeriaceae|Remispora|Remispora_hamata
UDB02791633 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiales_fam_Incertae_sedis_Leohumicola|Leohumicola
FJ172275 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiales_fam_Incertae_sedis_Aquapoterium|Aquapoterium|Aquapoterium_pinicola
MK820122 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Thelephoraceae
UDB0819026 Fungi|Ascomycota|Leotiomycetes|Helotiales|Hyaloscyphaceae|Hyphodiscus|Hyphodiscus_ucrainicus
KC966206 Fungi|Ascomycota|Leotiomycetes|Helotiales|Hyaloscyphaceae|Meliniomyces
UDB03499479 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Hygrocybe
OQ429474 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Acremonium|Acremonium_incrustatum
HQ647348 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Acremonium
OQ878477 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Physalacria
AB251842 Fungi|Basidiomycota|Agaricomycetes|Hysterangiales|Hysterangiaceae|Hysterangium
UDB04185789 Fungi|Ascomycota|Sordariomycetes|Xylariales|Microdochiaceae
MT814010 Fungi|Ascomycota|Sordariomycetes|Xylariales|Leptosilliaceae|Leptosillia
HQ604521 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_pusio
MH121216 Fungi|Basidiomycota|Agaricomycetes|Russulales|Stereaceae|Xylobolus
UDB02245510 Fungi|Chytridiomycota|Chytridiomycetes|Chytridiales
JN168694 Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Clavulinaceae
KY352467 Fungi|Ascomycota|Orbiliomycetes|Orbiliales|Orbiliaceae|Retiarius|Retiarius_superficiaris
MZ485467 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Pleosporaceae|Comoclathris
KF264626 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Brownliella|Brownliella_aequata
UDB05431134 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae
MG811851 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Rehmanniella|Rehmanniella_wirthii
UDB02044481 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Filsoniana
UDB07534869 Fungi|Ascomycota|Sordariomycetes|Xylariales
UDB04071636 Fungi|Ascomycota|Sordariomycetes|Xylariales|Coniocessiaceae|Coniocessia
KP323407 Fungi|Basidiomycota|Agaricomycetes|Gomphales|Lentariaceae|Hydnocristella|Hydnocristella_himantia
OR167981 Fungi|Basidiomycota|Agaricomycetes|Gomphales|Lentariaceae|Hydnocristella
UDB04193189 Fungi|Ascomycota|Lecanoromycetes|Lecanoromycetes_ord_Incertae_sedis_Micropeltidaceae|Micropeltidaceae
UDB07661301 Fungi|Ascomycota|Dothideomycetes|Venturiales|Sympoventuriaceae
KC965126 Fungi|Ascomycota|Dothideomycetes|Venturiales|Sympoventuriaceae|Scolecobasidium
UDB02280600 Fungi|Ascomycota|Dothideomycetes|Venturiales|Sympoventuriaceae|Ochroconis
UDB04511921 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae
HM583834 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Ilyonectria|Ilyonectria_destructans
AJ009269 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Neonectria|Neonectria_coccinea
FJ560438 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Thelonectria|Thelonectria_discophora
MW765014 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cylindrocladiella
OR239772 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cosmospora
KR057944 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Thyronectria|Thyronectria_pistaciae
UDB02231172 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusicolla
UDB03601186 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Ilyonectria
MF669051 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Thelonectria|Thelonectria_guangdongensis
KM231817 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Stylonectria|Stylonectria_wegeliniana
MN559609 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Paracremonium|Paracremonium_inflatum
AY793430 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Dematiocladium|Dematiocladium_celtidis
MW176138 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Neonectria|Neonectria_candida
EF121864 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cosmospora|Cosmospora_cupularis
KM225682 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Thyronectria|Thyronectria_rhodochlora
OQ872011 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Pseudocosmospora
UDB04482966 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Curvicladiella
KC461547 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Rectifusarium|Rectifusarium_ventricosum
UDB05065940 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Dematiocladium
OK298450 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Penicillifer|Penicillifer_diparietisporus
GU479900 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Gliocladiopsis|Gliocladiopsis_tenuis
UDB02299387 Fungi|Rozellomycota|Rozellomycotina_cls_Incertae_sedis_GS03|GS03
UDB04578515 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Phylloporus
UDB01534757 Fungi|Basidiomycota|Agaricomycetes|Boletales
UDB03046268 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricales_fam_Incertae_sedis_Gerronema|Gerronema
MT548663 Fungi|Ascomycota|Pezizomycetes|Pezizales|Pezizaceae|Peziza
MN518400 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Sporormiaceae
UDB02316749 Fungi|Rozellomycota|Rozellomycotina_cls_Incertae_sedis_GS09|GS09
UDB06705917 Fungi|Rozellomycota
UDB06549589 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Chaetothyriales_fam_Incertae_sedis_Sarcinomyces|Sarcinomyces
ON153974 Fungi|Ascomycota|Sordariomycetes|Glomerellales|Glomerellaceae|Colletotrichum
UDB05137292 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Mycenaceae|Mycena
UDB05134130 Fungi|Ascomycota|Pezizomycotina_cls_Incertae_sedis_Polylobatispora|Pezizomycotina_ord_Incertae_sedis_Polylobatispora|Pezizomycotina_fam_Incertae_sedis_Polylobatispora|Polylobatispora
LC495612 Fungi|Ascomycota|Pezizomycotina_cls_Incertae_sedis_Polylobatispora|Pezizomycotina_ord_Incertae_sedis_Polylobatispora|Pezizomycotina_fam_Incertae_sedis_Polylobatispora|Polylobatispora|Polylobatispora_deltoidea
OL338304 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma_readiae
UDB05333064 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae
AM260828 Fungi|Entorrhizomycota
UDB05340790 Fungi|Entorrhizomycota|Entorrhizomycetes|Entorrhizales|Entorrhizaceae|Entorrhiza
OP883909 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Metschnikowiaceae|Clavispora|Clavispora_lusitaniae
EF200037 Fungi|Basidiomycota|Ustilaginomycetes|Urocystidales|Glomosporiaceae|Thecaphora|Thecaphora_solani
AF487666 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Trichoderma|Trichoderma_patellotropicum
MH211736 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Trichoderma
KX512944 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Thelomma|Thelomma_santessonii
OQ717293 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Cyphelium|Cyphelium_sessile
AY143396 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Texosporium|Texosporium_sancti-jacobi
MW018873 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Acolium|Acolium_yunnanense
JX000114 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Sphaerophoraceae|Calycidium|Calycidium_cuneatum
MT553262 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Sphaerophoraceae|Bunodophoron
AF117998 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Sphaerophoraceae|Leifidium|Leifidium_tenerum
AY251416 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Cornicularia|Cornicularia_normoerica
AF451751 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Platismatia|Platismatia_erosa
ON720237 Fungi|Ascomycota|Eurotiomycetes|Onygenales|Onygenaceae|Polytolypa
AY527405 Fungi|Ascomycota|Eurotiomycetes|Onygenales|Onygenaceae|Polytolypa|Polytolypa_hystricis
JQ902095 Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Russula|Russula_afrodelica
KP071056 Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Russula|Russula_castanopsidis
UDB03165435 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clavariaceae|Clavaria
UDB02745821 Fungi|Ascomycota|Lecanoromycetes|Lecanorales
UDB02748949 Fungi|Ascomycota|Lecanoromycetes
AY857517 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Cladophialophora|Cladophialophora_psammophila
AM384929 Fungi|Glomeromycota|Archaeosporomycetes|Archaeosporales|Archaeosporaceae
UDB01070170 Fungi|Glomeromycota|Archaeosporomycetes|Archaeosporales|Ambisporaceae|Ambispora
MZ027812 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Pulveroboletus
KF618004 Fungi|Ascomycota|Pezizomycetes|Pezizales|Pulvinulaceae|Pulvinula
UDB05752857 Fungi|Ascomycota|Pezizomycetes|Pezizales|Pulvinulaceae
UDB04401164 Fungi|Ascomycota|Arthoniomycetes|Lichenostigmatales|Phaeococcomycetaceae|Phaeococcomyces
UDB04402413 Fungi|Ascomycota|Arthoniomycetes|Lichenostigmatales|Phaeococcomycetaceae
UDB01539963 Fungi|Ascomycota|Dothideomycetes|Botryosphaeriales|Botryosphaeriaceae
MZ244149 Fungi|Ascomycota|Lecanoromycetes|Umbilicariales|Umbilicariaceae|Umbilicaria|Umbilicaria_decussata
HM161463 Fungi|Ascomycota|Lecanoromycetes|Umbilicariales|Umbilicariaceae|Umbilicaria|Umbilicaria_calvescens
KY462809 Fungi|Ascomycota|Leotiomycetes|Leotiomycetes_ord_Incertae_sedis_Patinella|Leotiomycetes_fam_Incertae_sedis_Patinella|Patinella
