"ID" "Class" "Order" "Family" "Subfamily" "Genus" "Prob_Class" "Prob_Order" "Prob_Family" "Prob_Subfamily" "Prob_Genus"
"210" "AMTPD518-15" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Apolephthisa" 1 0.97 0.4 0.32 0.17
"211" "AMTPD528-15" "Insecta" "Diptera" "Tachinidae" "Exoristinae" "Zenillia" 1 1 0.16 0.13 0.08
"212" "AMTPD529-15" "Insecta" "Diptera" "Piophilidae" "Piophilinae" "Amphipogon" 1 0.94 0.12 0.12 0.12
"213" "AMTPD530-15" "Insecta" "Diptera" "Tachinidae" "Exoristinae" "Zenillia" 1 0.96 0.19 0.12 0.05
"214" "AMTPD532-15" "Insecta" "Diptera" "Piophilidae" "Piophilinae" "Amphipogon" 1 0.96 0.08 0.08 0.08
"215" "AMTPD540-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"216" "AMTPD541-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"217" "AMTPD542-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"218" "AMTPD543-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"219" "AMTPD545-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"220" "AMTPD553-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"221" "AMTPD560-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"222" "AMTPD561-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Macrorrhyncha" 0.98 0.69 0.24 0.24 0.07
"223" "AMTPD570-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Macrorrhyncha" 1 0.76 0.21 0.21 0.06
"224" "AMTPD659-15" "Insecta" "Diptera" "Muscidae" "Coenosiinae" "Limnospila" 1 0.89 0.15 0.13 0.13
"225" "AMTPD667-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Monocentrota" 1 1 1 1 1
"226" "AMTPD675-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"227" "AMTPD676-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"228" "AMTPD707-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Monocentrota" 1 0.74 0.15 0.12 0.12
"229" "AMTPD770-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 0.99 0.55 0.55 0.55
"230" "AMTPD777-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 0.96 0.84 0.84 0.84
"231" "AMTPD778-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 0.98 0.86 0.86 0.86
"232" "AMTPD794-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 0.99 0.97 0.57 0.57 0.57
"233" "AMTPD796-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 0.92 0.37 0.37 0.37
"234" "AMTPD801-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 1 0.44 0.44 0.44
"235" "AMTPD803-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 0.93 0.34 0.34 0.34
"236" "AMTPD807-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 0.98 0.84 0.84 0.84
"237" "AMTPD817-15" "Insecta" "Diptera" "Piophilidae" "Piophilinae" "Amphipogon" 1 0.99 0.08 0.08 0.08
"238" "AMTPD825-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 1 1 1 1
"239" "AMTPD828-15" "Insecta" "Diptera" "Bolitophilidae" "dummy_Bolitophilidae" "Bolitophila" 1 0.98 0.29 0.29 0.29
"240" "AMTPD870-15" "Insecta" "Diptera" "Muscidae" "Coenosiinae" "Macrorchis" 1 0.85 0.18 0.17 0.14
"241" "AMTPD878-15" "Insecta" "Diptera" "Muscidae" "Coenosiinae" "Macrorchis" 1 0.85 0.18 0.17 0.14
"242" "AMTPD883-15" "Insecta" "Diptera" "Mycetophilidae" "Sciophilinae" "Phthinia" 0.99 0.82 0.1 0.09 0.09
"243" "AMTPD910-15" "Insecta" "Diptera" "Muscidae" "Coenosiinae" "Macrorchis" 0.99 0.87 0.15 0.15 0.05
"244" "AMTPD919-15" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Notolopha" 1 0.84 0.17 0.11 0.11
"245" "AMTPD936-15" "Insecta" "Diptera" "Heleomyzidae" "Trixoscelidinae" "Trixoscelis" 0.96 0.85 0.1 0.06 0.06
"246" "AMTPD941-15" "Insecta" "Diptera" "Muscidae" "Coenosiinae" "Macrorchis" 0.98 0.89 0.15 0.15 0.09
"247" "AMTPD952-15" "Insecta" "Diptera" "Heleomyzidae" "Heleomyzinae" "Eccoptomera" 0.98 0.95 0.13 0.13 0.07
"248" "AMTPE018-15" "Insecta" "Diptera" "Empididae" "Hemerodromiinae" "Chelifera" 0.99 0.76 0.11 0.1 0.06
"249" "AMTPE028-15" "Insecta" "Diptera" "Stratiomyidae" "Pachygastrinae" "Neopachygaster" 0.96 0.87 0.05 0.05 0.05
"250" "AMTPE044-15" "Insecta" "Diptera" "Psilidae" "Psilinae" "Loxocera" 0.94 0.72 0.12 0.12 0.12
"251" "AMTPE049-15" "Insecta" "Diptera" "Limoniidae" "Chioneinae" "Chionea" 1 0.87 0.13 0.13 0.13
"252" "AMTPE1048-15" "Insecta" "Diptera" "Syrphidae" "Syrphinae" "Platycheirus" 1 1 1 1 1
"253" "AMTPE1057-15" "Insecta" "Diptera" "Syrphidae" "Syrphinae" "Paragus" 1 1 1 1 1
"254" "AMTPE1295-15" "Insecta" "Diptera" "Chloropidae" "Chloropinae" "Chlorops" 1 0.98 0.77 0.71 0.68
"255" "AMTPE1392-15" "Insecta" "Diptera" "Chloropidae" "Chloropinae" "Chlorops" 1 1 1 1 1
"256" "AMTPE1627-15" "Insecta" "Diptera" "Tephritidae" "Trypetinae" "Chetostoma" 1 0.82 0.05 0.05 0.05
"257" "AMTPE1653-15" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Sceptonia" 1 0.88 0.08 0.05 0.03
"258" "AMTPE1679-15" "Insecta" "Diptera" "Limoniidae" "Limoniinae" "Lipsothrix" 1 0.95 0.13 0.08 0.08
"259" "AMTPE1687-15" "Insecta" "Diptera" "Hybotidae" "Oedaleinae" "Anthalia" 1 0.95 0.2 0.19 0.18
"260" "AMTPE1889-15" "Insecta" "Diptera" "Agromyzidae" "Phytomyzinae" "Phytomyza" 1 1 0.98 0.89 0.89
"261" "AMTPE1957-15" "Insecta" "Diptera" "Agromyzidae" "Agromyzinae" "Agromyza" 1 1 0.99 0.99 0.99
"262" "AMTPE2323-15" "Insecta" "Diptera" "Sphaeroceridae" "Limosininae" "Eulimosina" 1 1 0.62 0.61 0.19
"263" "AMTPE2558-15" "Insecta" "Diptera" "Chloropidae" "Oscinellinae" "Aphanotrigonum" 1 1 0.96 0.95 0.92
"264" "AMTPE375-15" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Bradysia" 0.99 0.98 0.96 0.96 0.59
"265" "AMTPE430-15" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Epoicocladius" 0.99 0.93 0.64 0.51 0.1
"266" "AMTPE482-15" "Insecta" "Diptera" "Phoridae" "Phorinae" "Triphleba" 1 0.99 0.9 0.8 0.74
"267" "AMTPE674-15" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Scatopsciara" 0.94 0.61 0.36 0.36 0.28
"268" "AMTPE909-15" "Insecta" "Diptera" "Chironomidae" "Diamesinae" "Diamesa" 1 0.98 0.77 0.39 0.3
"269" "AMTPE919-15" "Insecta" "Diptera" "Chironomidae" "Diamesinae" "Diamesa" 1 0.99 0.73 0.44 0.33
"270" "AMTPF085-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Heterostylodes" 1 1 1 1 1
"271" "AMTPF093-16" "Insecta" "Diptera" "Scathophagidae" "Delininae" "Delina" 1 1 0.27 0.25 0.25
"272" "AMTPF119-16" "Insecta" "Diptera" "Anthomyiidae" "Pegomyinae" "Alliopsis" 1 1 1 1 1
"273" "AMTPF1470-16" "Insecta" "Diptera" "Muscidae" "Azeliinae" "Thricops" 1 1 1 1 1
"274" "AMTPF178-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Heterostylodes" 1 1 1 0.99 0.92
"275" "AMTPF186-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Botanophila" 1 1 1 1 1
"276" "AMTPF1911-16" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Bradysia" 0.96 0.82 0.68 0.68 0.24
"277" "AMTPF1951-16" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Bradysia" 0.99 0.87 0.7 0.7 0.4
"278" "AMTPF2077-16" "Insecta" "Diptera" "Mycetophilidae" "Mycomyinae" "Neoempheria" 0.99 0.6 0.13 0.11 0.11
"279" "AMTPF295-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Chirosia" 1 1 0.73 0.73 0.51
"280" "AMTPF304-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Eustalomyia" 1 1 1 1 1
"281" "AMTPF307-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Chirosia" 1 1 0.8 0.79 0.49
"282" "AMTPF310-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Botanophila" 1 1 0.88 0.68 0.57
"283" "AMTPF3158-16" "Insecta" "Diptera" "Tachinidae" "Exoristinae" "Pseudoperichaeta" 1 1 0.85 0.83 0.66
"284" "AMTPF3183-16" "Insecta" "Diptera" "Tachinidae" "Exoristinae" "Allophorocera" 1 1 1 1 1
"285" "AMTPF320-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Heterostylodes" 1 1 1 1 0.9
"286" "AMTPF340-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Heterostylodes" 1 1 1 1 0.9
"287" "AMTPF342-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Heterostylodes" 1 1 1 1 0.9
"288" "AMTPF3492-16" "Insecta" "Diptera" "Tachinidae" "Exoristinae" "Acemya" 1 1 1 1 1
"289" "AMTPF3620-16" "Insecta" "Diptera" "Calliphoridae" "Rhinophorinae" "Paykullia" 1 1 1 1 1
"290" "AMTPF3647-16" "Insecta" "Diptera" "Calliphoridae" "Ameniinae" "Eurychaeta" 1 1 1 1 1
"291" "AMTPF3696-16" "Insecta" "Diptera" "Heleomyzidae" "Heleomyzinae" "Heleomyza" 1 0.99 0.13 0.13 0.13
"292" "AMTPF373-16" "Insecta" "Diptera" "Anthomyiidae" "Anthomyiinae" "Delia" 1 0.96 0.79 0.79 0.53
"293" "AMTPF4119-16" "Insecta" "Diptera" "Drosophilidae" "Steganinae" "Leucophenga" 1 0.98 0.29 0.27 0.25
"294" "AMTPF4467-16" "Insecta" "Diptera" "Dolichopodidae" "Dolichopodinae" "Dolichopus" 1 1 1 1 1
"295" "AMTPF5811-16" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 1 1 1
"296" "AMTPF5816-16" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Cordyla" 1 1 1 1 1
"297" "AMTPF5890-16" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Allodiopsis" 1 1 1 1 1
"298" "AMTPF6106-16" "Insecta" "Diptera" "Mycetophilidae" "Sciophilinae" "Phthinia" 1 0.9 0.34 0.08 0.07
"299" "AMTPF6114-16" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 1 1 0.99
"300" "AMTPF6346-16" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"301" "AMTPF6364-16" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"302" "AMTPF6408-16" "Insecta" "Diptera" "Mycetophilidae" "Mycomyinae" "Mycomya" 1 1 0.94 0.86 0.86
"303" "AMTPF6441-16" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Boletina" 1 0.99 0.93 0.86 0.8
"304" "AMTPF6639-16" "Insecta" "Diptera" "Psilidae" "Psilinae" "Loxocera" 1 1 1 1 1
"305" "AMTPF6819-16" "Insecta" "Diptera" "Heleomyzidae" "Heteromyzinae" "Heteromyza" 1 0.94 0.07 0.07 0.07
"306" "AMTPF6831-16" "Insecta" "Diptera" "Hybotidae" "Tachydromiinae" "Platypalpus" 1 1 1 1 1
"307" "AMTPF6873-16" "Insecta" "Diptera" "Hybotidae" "Tachydromiinae" "Platypalpus" 1 1 1 1 1
"308" "AMTPF6977-16" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 0.98 0.84 0.15 0.04 0.04
"309" "AODON441-20" "Insecta" "Odonata" "Coenagrionidae" "Coenagrioninae" "Erythromma" 1 0.8 0.77 0.77 0.77
"310" "ASQAS164-11" "Insecta" "Hymenoptera" "Braconidae" "Microgastrinae" "Pholetesor" 0.92 0.79 0.49 0.43 0.43
"311" "ASQAS265-11" "Insecta" "Hymenoptera" "Ichneumonidae" "Ctenopelmatinae" "Mesoleius" 1 1 1 1 0.86
"312" "ASQBR150-09" "Insecta" "Hymenoptera" "Braconidae" "Alysiinae" "Chorebus" 0.99 0.75 0.15 0.08 0.08
"313" "ASQBR171-09" "Insecta" "Hymenoptera" "Braconidae" "Aphidiinae" "Aphidius" 0.92 0.77 0.48 0.21 0.21
"314" "ASQBR326-09" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Glyphicnemis" 0.96 0.75 0.55 0.2 0.06
"315" "ASQIC223-09" "Insecta" "Hymenoptera" "Ichneumonidae" "Campopleginae" "Meloboris" 1 0.97 0.96 0.04 0.04
"316" "ASQIC245-09" "Insecta" "Hymenoptera" "Ichneumonidae" "Pimplinae" "Schizopyga" 1 0.99 0.99 0.33 0.24
"317" "ASQIC250-09" "Insecta" "Hymenoptera" "Ichneumonidae" "Ctenopelmatinae" "Rhorus" 1 0.99 0.99 0.98 0.98
"318" "ASQIC269-09" "Insecta" "Hymenoptera" "Ichneumonidae" "Ctenopelmatinae" "Mesoleius" 1 1 1 1 0.86
"319" "ASQIC316-09" "Insecta" "Hymenoptera" "Ichneumonidae" "Ichneumoninae" "Hemichneumon" 1 0.95 0.95 0.25 0.1
"320" "ASQIC432-09" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Endasys" 1 1 1 1 1
"321" "ASQSP977-10" "Insecta" "Hymenoptera" "Braconidae" "Rhysipolinae" "Rhysipolis" 0.8 0.79 0.74 0.56 0.56
"322" "ASQSP989-10" "Insecta" "Hymenoptera" "Braconidae" "Rhysipolinae" "Rhysipolis" 0.8 0.79 0.74 0.56 0.56
"323" "BASYM015-10" "Insecta" "Diptera" "Cecidomyiidae" "Porricondylinae" "Spungisomyia" 1 0.24 0.1 0.1 0.1
"324" "BASYM029-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Nematinus" 1 1 1 1 1
"325" "BASYM040-10" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Sciaridae_gen" 0.93 0.41 0.2 0.2 0.19
"326" "BASYM047-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Parna" 1 0.81 0.79 0.58 0.51
"327" "BASYM058-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Stauronematus" 1 1 1 1 1
"328" "BASYM069-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"329" "BASYM074-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"330" "BASYM075-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Macrophya" 1 0.88 0.85 0.75 0.74
"331" "BASYM078-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Macrophya" 1 1 0.99 0.99 0.95
"332" "BASYM083-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 1 1 1 1
"333" "BASYM103-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Nematinus" 1 1 1 1 1
"334" "BASYM1047-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Strongylogaster" 1 1 1 1 1
"335" "BASYM1054-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 0.99 0.99 0.98 0.98
"336" "BASYM1055-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 1 1 1 1
"337" "BASYM1056-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 1 1 1 1
"338" "BASYM107-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Nematinus" 1 1 1 1 1
"339" "BASYM1099-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"340" "BASYM1113-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.87 0.81 0.38 0.38
"341" "BASYM1114-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.89 0.85 0.42 0.42
"342" "BASYM1115-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 1 1 1 1
"343" "BASYM1116-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 1 1 1 1
"344" "BASYM1124-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Ametastegia" 1 1 1 1 1
"345" "BASYM114-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 1 1 1 1
"346" "BASYM116-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"347" "BASYM1164-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Parna" 1 0.85 0.82 0.64 0.47
"348" "BASYM1191-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Mesoneura" 1 0.68 0.62 0.59 0.29
"349" "BASYM1196-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pseudodineura" 1 1 1 1 1
"350" "BASYM1202-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Parna" 1 1 1 1 1
"351" "BASYM1203-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Parna" 1 0.81 0.79 0.58 0.51
"352" "BASYM1213-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"353" "BASYM1214-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"354" "BASYM1215-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"355" "BASYM1225-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 0.99
"356" "BASYM1227-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 0.99 0.99 0.99 0.99 0.87
"357" "BASYM1229-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 0.99 0.99 0.99 0.96
"358" "BASYM1230-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 0.99
"359" "BASYM1231-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Nematus" 1 1 1 1 0.97
"360" "BASYM1232-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 0.98 0.98 0.92 0.84
"361" "BASYM1234-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"362" "BASYM1236-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.47 0.39 0.21 0.21
"363" "BASYM1245-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Mesoneura" 1 0.87 0.72 0.47 0.31
"364" "BASYM1246-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Mesoneura" 0.97 0.72 0.6 0.36 0.21
"365" "BASYM1249-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Platycampus" 1 1 1 1 1
"366" "BASYM1250-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Platycampus" 1 1 1 1 1
"367" "BASYM1251-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"368" "BASYM1254-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Stauronematus" 1 1 1 1 1
"369" "BASYM1259-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"370" "BASYM1263-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"371" "BASYM1265-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"372" "BASYM1266-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"373" "BASYM1269-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Mesoneura" 1 0.98 0.97 0.91 0.66
"374" "BASYM1272-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"375" "BASYM1273-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"376" "BASYM1274-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"377" "BASYM1283-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 0.96
"378" "BASYM1285-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Dineura" 1 1 1 1 1
"379" "BASYM1286-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Nematinus" 1 1 1 1 1
"380" "BASYM1287-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Dineura" 1 1 1 1 1
"381" "BASYM1293-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Endophytus" 1 0.84 0.8 0.7 0.24
"382" "BASYM130-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Empria" 1 1 1 1 1
"383" "BASYM1303-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 0.89
"384" "BASYM1336-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Platycampus" 1 1 1 1 1
"385" "BASYM1367-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Heterarthrus" 1 1 1 1 1
"386" "BASYM1368-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Endelomyia" 1 0.96 0.96 0.88 0.86
"387" "BASYM1369-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Endelomyia" 1 0.96 0.96 0.88 0.86
"388" "BASYM1375-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"389" "BASYM1377-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Monsoma" 1 1 1 1 1
"390" "BASYM138-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Blennocampinae" "Eurhadinoceraea" 1 1 1 1 1
"391" "BASYM1394-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"392" "BASYM1407-11" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 1 1 1 1
"393" "BASYM141-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Parna" 0.94 0.8 0.74 0.42 0.26
"394" "BASYM1414-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Dineura" 0.99 0.97 0.96 0.88 0.62
"395" "BASYM1415-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Dineura" 0.99 0.97 0.96 0.88 0.62
"396" "BASYM1420-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Hoplocampa" 1 1 1 1 1
"397" "BASYM1421-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Parna" 0.97 0.81 0.77 0.4 0.23
"398" "BASYM1427-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Monostegia" 1 0.99 0.99 0.99 0.99
"399" "BASYM1460-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 0.94
"400" "BASYM1500-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 1 1 1 1
"401" "BASYM1519-11" "Insecta" "Hymenoptera" "Cephidae" "Cephinae" "Calameuta" 1 1 1 1 1
"402" "BASYM1542-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Heterarthrinae" "Parna" 1 1 1 1 1
"403" "BASYM1587-11" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 1 1 1 1
"404" "BASYM1593-11" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 1 1 1 1
"405" "BASYM1602-11" "Insecta" "Hemiptera" "Caliscelidae" "Ommatidiotinae" "Ommatidiotus" 0.94 0.2 0.06 0.06 0.06
"406" "BASYM1605-11" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 1 1 1 1
"407" "BASYM1659-11" "Insecta" "Hymenoptera" "Xyelidae" "Xyelinae" "Xyela" 1 1 1 1 1
"408" "BASYM1739-11" "Insecta" "Hemiptera" "Nepidae" "Nepinae" "Nepa" 0.98 0.29 0.19 0.19 0.19
"409" "BASYM175-10" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 1 1 1 1
"410" "BASYM1838-11" "Insecta" "Hymenoptera" "Xyelidae" "Xyelinae" "Xyela" 1 1 1 1 1
"411" "BASYM1841-11" "Insecta" "Hymenoptera" "Xyelidae" "Xyelinae" "Xyela" 1 1 1 1 1
"412" "BASYM1868-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"413" "BASYM1869-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"414" "BASYM1870-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"415" "BASYM1871-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"416" "BASYM1999-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
